{'loss': 2.6159, 'grad_norm': nan, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.0216, 'grad_norm': 0.02120477892458439, 'learning_rate': 1.1602222222222223e-05, 'epoch': 31.68}
{'loss': 0.0178, 'grad_norm': 0.12473194301128387, 'learning_rate': 1.1580000000000001e-05, 'epoch': 31.7}
{'loss': 0.0227, 'grad_norm': 0.12355732172727585, 'learning_rate': 1.1557777777777779e-05, 'epoch': 31.71}
{'loss': 0.0123, 'grad_norm': 0.03748859465122223, 'learning_rate': 1.1535555555555556e-05, 'epoch': 31.73}
{'loss': 0.0132, 'grad_norm': 0.06389335542917252, 'learning_rate': 1.1513333333333334e-05, 'epoch': 31.75}
{'loss': 0.0128, 'grad_norm': 0.04701649025082588, 'learning_rate': 1.1491111111111111e-05, 'epoch': 31.76}
{'loss': 0.01, 'grad_norm': 0.22701863944530487, 'learning_rate': 1.146888888888889e-05, 'epoch': 31.78}
{'loss': 0.0236, 'grad_norm': 0.05195705220103264, 'learning_rate': 1.1446666666666667e-05, 'epoch': 31.79}
{'loss': 0.0173, 'grad_norm': 0.20908525586128235, 'learning_rate': 1.1424444444444444e-05, 'epoch': 31.81}
{'loss': 0.0075, 'grad_norm': 0.031142110005021095, 'learning_rate': 1.1402222222222222e-05, 'epoch': 31.83}
{'loss': 0.0164, 'grad_norm': 0.14319266378879547, 'learning_rate': 1.1380000000000001e-05, 'epoch': 31.84}
{'loss': 0.0193, 'grad_norm': 0.0020546279847621918, 'learning_rate': 1.1357777777777779e-05, 'epoch': 31.86}
{'loss': 0.0106, 'grad_norm': 0.19838109612464905, 'learning_rate': 1.1335555555555556e-05, 'epoch': 31.87}
{'loss': 0.0246, 'grad_norm': 0.3088052272796631, 'learning_rate': 1.1313333333333334e-05, 'epoch': 31.89}
{'loss': 0.0194, 'grad_norm': 0.23537737131118774, 'learning_rate': 1.1291111111111112e-05, 'epoch': 31.91}
{'loss': 0.0141, 'grad_norm': 0.22368887066841125, 'learning_rate': 1.126888888888889e-05, 'epoch': 31.92}
{'loss': 0.0142, 'grad_norm': 0.04045693576335907, 'learning_rate': 1.1246666666666669e-05, 'epoch': 31.94}
{'loss': 0.0239, 'grad_norm': 0.027367448434233665, 'learning_rate': 1.1224444444444444e-05, 'epoch': 31.95}
{'loss': 0.019, 'grad_norm': 0.10036201775074005, 'learning_rate': 1.1202222222222222e-05, 'epoch': 31.97}
{'loss': 0.0073, 'grad_norm': 0.0032041952945291996, 'learning_rate': 1.118e-05, 'epoch': 31.99}
{'loss': 0.0133, 'grad_norm': 0.11160533875226974, 'learning_rate': 1.1157777777777777e-05, 'epoch': 32.0}
{'loss': 0.0167, 'grad_norm': 0.027088476344943047, 'learning_rate': 1.1135555555555557e-05, 'epoch': 32.02}
{'loss': 0.0136, 'grad_norm': 0.0815141573548317, 'learning_rate': 1.1113333333333334e-05, 'epoch': 32.04}
{'loss': 0.02, 'grad_norm': 0.011494550853967667, 'learning_rate': 1.1091111111111112e-05, 'epoch': 32.05}
{'loss': 0.0135, 'grad_norm': 0.035691626369953156, 'learning_rate': 1.106888888888889e-05, 'epoch': 32.07}
{'loss': 0.0227, 'grad_norm': 0.002508808160200715, 'learning_rate': 1.1046666666666667e-05, 'epoch': 32.08}
{'loss': 0.0234, 'grad_norm': 0.08884990960359573, 'learning_rate': 1.1024444444444446e-05, 'epoch': 32.1}
{'loss': 0.02, 'grad_norm': 0.23029527068138123, 'learning_rate': 1.1002222222222222e-05, 'epoch': 32.12}
{'loss': 0.0171, 'grad_norm': 0.012650775723159313, 'learning_rate': 1.098e-05, 'epoch': 32.13}
{'loss': 0.0196, 'grad_norm': 0.0020923339761793613, 'learning_rate': 1.0957777777777778e-05, 'epoch': 32.15}
{'loss': 0.0132, 'grad_norm': 0.0011518357787281275, 'learning_rate': 1.0935555555555555e-05, 'epoch': 32.16}
{'loss': 0.0156, 'grad_norm': 0.013510570861399174, 'learning_rate': 1.0913333333333334e-05, 'epoch': 32.18}
{'loss': 0.012, 'grad_norm': 0.06538256257772446, 'learning_rate': 1.0891111111111112e-05, 'epoch': 32.2}
{'loss': 0.0142, 'grad_norm': 0.02139476127922535, 'learning_rate': 1.086888888888889e-05, 'epoch': 32.21}
{'loss': 0.0174, 'grad_norm': 0.27920663356781006, 'learning_rate': 1.0846666666666667e-05, 'epoch': 32.23}
{'loss': 0.0194, 'grad_norm': 0.1529693603515625, 'learning_rate': 1.0824444444444445e-05, 'epoch': 32.24}
{'loss': 0.0088, 'grad_norm': 0.019353384152054787, 'learning_rate': 1.0802222222222223e-05, 'epoch': 32.26}
{'loss': 0.021, 'grad_norm': 0.1732092797756195, 'learning_rate': 1.0780000000000002e-05, 'epoch': 32.28}
{'loss': 0.0109, 'grad_norm': 0.002893272554501891, 'learning_rate': 1.0757777777777778e-05, 'epoch': 32.29}
{'loss': 0.0146, 'grad_norm': 0.087364561855793, 'learning_rate': 1.0735555555555555e-05, 'epoch': 32.31}
{'loss': 0.0112, 'grad_norm': 0.422981321811676, 'learning_rate': 1.0713333333333333e-05, 'epoch': 32.32}
{'loss': 0.011, 'grad_norm': 0.06666140258312225, 'learning_rate': 1.0691111111111112e-05, 'epoch': 32.34}
{'loss': 0.0157, 'grad_norm': 0.0617210678756237, 'learning_rate': 1.066888888888889e-05, 'epoch': 32.36}
{'loss': 0.016, 'grad_norm': 0.01504536159336567, 'learning_rate': 1.0646666666666668e-05, 'epoch': 32.37}
{'loss': 0.018, 'grad_norm': 0.029296578839421272, 'learning_rate': 1.0624444444444445e-05, 'epoch': 32.39}
{'loss': 0.0141, 'grad_norm': 0.009528066962957382, 'learning_rate': 1.0602222222222223e-05, 'epoch': 32.4}
{'loss': 0.022, 'grad_norm': 0.6999565958976746, 'learning_rate': 1.058e-05, 'epoch': 32.42}
{'loss': 0.0121, 'grad_norm': 0.27762970328330994, 'learning_rate': 1.055777777777778e-05, 'epoch': 32.44}
{'loss': 0.0133, 'grad_norm': 0.008898410946130753, 'learning_rate': 1.0535555555555556e-05, 'epoch': 32.45}
{'loss': 0.0089, 'grad_norm': 0.06320420652627945, 'learning_rate': 1.0513333333333333e-05, 'epoch': 32.47}
{'loss': 0.0201, 'grad_norm': 0.6941319704055786, 'learning_rate': 1.049111111111111e-05, 'epoch': 32.48}
{'loss': 0.0132, 'grad_norm': 0.021300023421645164, 'learning_rate': 1.0468888888888888e-05, 'epoch': 32.5}
{'loss': 0.0087, 'grad_norm': 0.17435532808303833, 'learning_rate': 1.0446666666666668e-05, 'epoch': 32.52}
{'loss': 0.0109, 'grad_norm': 0.006789068691432476, 'learning_rate': 1.0424444444444445e-05, 'epoch': 32.53}
{'loss': 0.0203, 'grad_norm': 0.002852056408300996, 'learning_rate': 1.0402222222222223e-05, 'epoch': 32.55}
{'loss': 0.0159, 'grad_norm': 0.032322902232408524, 'learning_rate': 1.038e-05, 'epoch': 32.56}
{'loss': 0.0105, 'grad_norm': 0.09096824377775192, 'learning_rate': 1.0357777777777778e-05, 'epoch': 32.58}
{'loss': 0.0164, 'grad_norm': 0.09952586889266968, 'learning_rate': 1.0335555555555557e-05, 'epoch': 32.6}
{'loss': 0.0045, 'grad_norm': 0.005748940631747246, 'learning_rate': 1.0313333333333333e-05, 'epoch': 32.61}
{'loss': 0.013, 'grad_norm': 0.15560907125473022, 'learning_rate': 1.0291111111111111e-05, 'epoch': 32.63}
{'loss': 0.0187, 'grad_norm': 0.23222650587558746, 'learning_rate': 1.0268888888888889e-05, 'epoch': 32.64}
{'loss': 0.0124, 'grad_norm': 0.1322486698627472, 'learning_rate': 1.0246666666666666e-05, 'epoch': 32.66}
{'loss': 0.0145, 'grad_norm': 0.002046140842139721, 'learning_rate': 1.0224444444444446e-05, 'epoch': 32.68}
{'loss': 0.0175, 'grad_norm': 0.00564356055110693, 'learning_rate': 1.0202222222222223e-05, 'epoch': 32.69}
{'loss': 0.015, 'grad_norm': 0.0007009371765889227, 'learning_rate': 1.018e-05, 'epoch': 32.71}
{'loss': 0.0096, 'grad_norm': 0.06980051845312119, 'learning_rate': 1.0157777777777778e-05, 'epoch': 32.72}
{'loss': 0.0169, 'grad_norm': 0.035985857248306274, 'learning_rate': 1.0135555555555556e-05, 'epoch': 32.74}
{'loss': 0.0229, 'grad_norm': 0.03147401288151741, 'learning_rate': 1.0113333333333334e-05, 'epoch': 32.76}
{'loss': 0.0137, 'grad_norm': 0.09078799188137054, 'learning_rate': 1.0091111111111111e-05, 'epoch': 32.77}
{'loss': 0.0092, 'grad_norm': 0.0010896939784288406, 'learning_rate': 1.0068888888888889e-05, 'epoch': 32.79}
{'loss': 0.0179, 'grad_norm': 0.004756624810397625, 'learning_rate': 1.0046666666666666e-05, 'epoch': 32.8}
{'loss': 0.021, 'grad_norm': 0.17147763073444366, 'learning_rate': 1.0024444444444444e-05, 'epoch': 32.82}
{'loss': 0.0143, 'grad_norm': 0.12798531353473663, 'learning_rate': 1.0002222222222223e-05, 'epoch': 32.84}
{'loss': 0.0193, 'grad_norm': 0.04741816967725754, 'learning_rate': 9.980000000000001e-06, 'epoch': 32.85}
{'loss': 0.0148, 'grad_norm': 0.02155163325369358, 'learning_rate': 9.957777777777779e-06, 'epoch': 32.87}
{'loss': 0.0206, 'grad_norm': 0.0555732324719429, 'learning_rate': 9.935555555555556e-06, 'epoch': 32.88}
{'loss': 0.0234, 'grad_norm': 0.013317105360329151, 'learning_rate': 9.913333333333334e-06, 'epoch': 32.9}
{'loss': 0.0199, 'grad_norm': 0.10924766212701797, 'learning_rate': 9.891111111111111e-06, 'epoch': 32.92}
{'loss': 0.0098, 'grad_norm': 0.0030117437709122896, 'learning_rate': 9.86888888888889e-06, 'epoch': 32.93}
{'loss': 0.0119, 'grad_norm': 0.012395629659295082, 'learning_rate': 9.846666666666667e-06, 'epoch': 32.95}
{'loss': 0.0191, 'grad_norm': 0.04580553621053696, 'learning_rate': 9.824444444444444e-06, 'epoch': 32.96}
{'loss': 0.0083, 'grad_norm': 0.0007367898942902684, 'learning_rate': 9.802222222222222e-06, 'epoch': 32.98}
{'loss': 0.0109, 'grad_norm': 0.0013180262176319957, 'learning_rate': 9.78e-06, 'epoch': 33.0}
{'loss': 0.0174, 'grad_norm': 0.06139282137155533, 'learning_rate': 9.757777777777779e-06, 'epoch': 33.01}
{'loss': 0.0184, 'grad_norm': 0.2403666079044342, 'learning_rate': 9.735555555555556e-06, 'epoch': 33.03}
{'loss': 0.0114, 'grad_norm': 0.04124243184924126, 'learning_rate': 9.713333333333334e-06, 'epoch': 33.04}
{'loss': 0.0181, 'grad_norm': 0.058667752891778946, 'learning_rate': 9.691111111111112e-06, 'epoch': 33.06}
{'loss': 0.0091, 'grad_norm': 0.02296389453113079, 'learning_rate': 9.66888888888889e-06, 'epoch': 33.08}
{'loss': 0.0142, 'grad_norm': 0.0721006914973259, 'learning_rate': 9.646666666666667e-06, 'epoch': 33.09}
{'loss': 0.0109, 'grad_norm': 0.01919548027217388, 'learning_rate': 9.624444444444445e-06, 'epoch': 33.11}
{'loss': 0.0197, 'grad_norm': 0.13620485365390778, 'learning_rate': 9.602222222222222e-06, 'epoch': 33.12}
{'loss': 0.0175, 'grad_norm': 0.009044337086379528, 'learning_rate': 9.58e-06, 'epoch': 33.14}
{'loss': 0.0196, 'grad_norm': 0.15605440735816956, 'learning_rate': 9.557777777777777e-06, 'epoch': 33.16}
{'loss': 0.0211, 'grad_norm': 0.21620944142341614, 'learning_rate': 9.535555555555557e-06, 'epoch': 33.17}
{'loss': 0.0105, 'grad_norm': 0.1602913737297058, 'learning_rate': 9.513333333333334e-06, 'epoch': 33.19}
{'loss': 0.0222, 'grad_norm': 0.039855148643255234, 'learning_rate': 9.491111111111112e-06, 'epoch': 33.2}
{'loss': 0.012, 'grad_norm': 0.27676132321357727, 'learning_rate': 9.46888888888889e-06, 'epoch': 33.22}
{'loss': 0.022, 'grad_norm': 0.27317681908607483, 'learning_rate': 9.446666666666667e-06, 'epoch': 33.24}
{'loss': 0.0147, 'grad_norm': 0.458613783121109, 'learning_rate': 9.424444444444445e-06, 'epoch': 33.25}
{'loss': 0.0219, 'grad_norm': 0.04988422244787216, 'learning_rate': 9.402222222222222e-06, 'epoch': 33.27}
{'loss': 0.007, 'grad_norm': 0.0012226016260683537, 'learning_rate': 9.38e-06, 'epoch': 33.28}
{'loss': 0.0239, 'grad_norm': 0.02442292869091034, 'learning_rate': 9.357777777777778e-06, 'epoch': 33.3}
{'loss': 0.0191, 'grad_norm': 0.008015072904527187, 'learning_rate': 9.335555555555555e-06, 'epoch': 33.32}
{'loss': 0.0181, 'grad_norm': 0.6232782006263733, 'learning_rate': 9.313333333333333e-06, 'epoch': 33.33}
{'loss': 0.0101, 'grad_norm': 0.0022905822843313217, 'learning_rate': 9.291111111111112e-06, 'epoch': 33.35}
{'loss': 0.0077, 'grad_norm': 0.04526654630899429, 'learning_rate': 9.26888888888889e-06, 'epoch': 33.36}
{'loss': 0.0115, 'grad_norm': 0.1708032786846161, 'learning_rate': 9.246666666666667e-06, 'epoch': 33.38}
{'loss': 0.0088, 'grad_norm': 0.03433708846569061, 'learning_rate': 9.224444444444445e-06, 'epoch': 33.4}
{'loss': 0.0205, 'grad_norm': 0.10600041598081589, 'learning_rate': 9.202222222222223e-06, 'epoch': 33.41}
{'loss': 0.011, 'grad_norm': 0.07337135076522827, 'learning_rate': 9.180000000000002e-06, 'epoch': 33.43}
{'loss': 0.0135, 'grad_norm': 0.06876187771558762, 'learning_rate': 9.157777777777778e-06, 'epoch': 33.44}
{'loss': 0.0133, 'grad_norm': 0.050081122666597366, 'learning_rate': 9.135555555555555e-06, 'epoch': 33.46}
{'loss': 0.0234, 'grad_norm': 0.2584327459335327, 'learning_rate': 9.113333333333333e-06, 'epoch': 33.48}
{'loss': 0.014, 'grad_norm': 0.0009294099872931838, 'learning_rate': 9.09111111111111e-06, 'epoch': 33.49}
{'loss': 0.0238, 'grad_norm': 0.06052107736468315, 'learning_rate': 9.06888888888889e-06, 'epoch': 33.51}
{'loss': 0.0175, 'grad_norm': 0.08904102444648743, 'learning_rate': 9.046666666666668e-06, 'epoch': 33.52}
{'loss': 0.0173, 'grad_norm': 0.06724275648593903, 'learning_rate': 9.024444444444445e-06, 'epoch': 33.54}
{'loss': 0.0174, 'grad_norm': 0.11711672693490982, 'learning_rate': 9.002222222222223e-06, 'epoch': 33.56}
{'loss': 0.0099, 'grad_norm': 0.0004840051697101444, 'learning_rate': 8.98e-06, 'epoch': 33.57}
{'loss': 0.0092, 'grad_norm': 0.21190938353538513, 'learning_rate': 8.957777777777778e-06, 'epoch': 33.59}
{'loss': 0.0243, 'grad_norm': 0.5298876762390137, 'learning_rate': 8.935555555555556e-06, 'epoch': 33.6}
{'loss': 0.0162, 'grad_norm': 0.06363846361637115, 'learning_rate': 8.913333333333333e-06, 'epoch': 33.62}
{'loss': 0.015, 'grad_norm': 0.026302527636289597, 'learning_rate': 8.891111111111111e-06, 'epoch': 33.64}
{'loss': 0.0204, 'grad_norm': 0.11799155920743942, 'learning_rate': 8.868888888888888e-06, 'epoch': 33.65}
{'loss': 0.021, 'grad_norm': 0.021821236237883568, 'learning_rate': 8.846666666666668e-06, 'epoch': 33.67}
{'loss': 0.0163, 'grad_norm': 0.002983204321935773, 'learning_rate': 8.824444444444445e-06, 'epoch': 33.68}
{'loss': 0.0179, 'grad_norm': 0.09889194369316101, 'learning_rate': 8.802222222222223e-06, 'epoch': 33.7}
{'loss': 0.0145, 'grad_norm': 0.0007528772694058716, 'learning_rate': 8.78e-06, 'epoch': 33.72}
{'loss': 0.0174, 'grad_norm': 0.005155506543815136, 'learning_rate': 8.757777777777778e-06, 'epoch': 33.73}
{'loss': 0.0167, 'grad_norm': 0.07981313765048981, 'learning_rate': 8.735555555555556e-06, 'epoch': 33.75}
{'loss': 0.0116, 'grad_norm': 0.009003936313092709, 'learning_rate': 8.713333333333333e-06, 'epoch': 33.76}
{'loss': 0.0164, 'grad_norm': 0.0021202932111918926, 'learning_rate': 8.691111111111111e-06, 'epoch': 33.78}
{'loss': 0.0099, 'grad_norm': 0.05203642696142197, 'learning_rate': 8.668888888888889e-06, 'epoch': 33.8}
{'loss': 0.0222, 'grad_norm': 0.17884944379329681, 'learning_rate': 8.646666666666666e-06, 'epoch': 33.81}
{'loss': 0.0157, 'grad_norm': 0.01709769479930401, 'learning_rate': 8.624444444444444e-06, 'epoch': 33.83}
{'loss': 0.0157, 'grad_norm': 0.07114075869321823, 'learning_rate': 8.602222222222223e-06, 'epoch': 33.84}
{'loss': 0.0167, 'grad_norm': 0.4338926076889038, 'learning_rate': 8.580000000000001e-06, 'epoch': 33.86}
{'loss': 0.0175, 'grad_norm': 0.13647887110710144, 'learning_rate': 8.557777777777778e-06, 'epoch': 33.88}
{'loss': 0.0136, 'grad_norm': 0.017446544021368027, 'learning_rate': 8.535555555555556e-06, 'epoch': 33.89}
{'loss': 0.0158, 'grad_norm': 0.08907415717840195, 'learning_rate': 8.513333333333334e-06, 'epoch': 33.91}
{'loss': 0.0194, 'grad_norm': 0.6677749156951904, 'learning_rate': 8.491111111111113e-06, 'epoch': 33.92}
{'loss': 0.011, 'grad_norm': 0.0006560132605955005, 'learning_rate': 8.468888888888889e-06, 'epoch': 33.94}
{'loss': 0.021, 'grad_norm': 0.12756747007369995, 'learning_rate': 8.446666666666667e-06, 'epoch': 33.96}
{'loss': 0.0201, 'grad_norm': 0.0021090104710310698, 'learning_rate': 8.424444444444444e-06, 'epoch': 33.97}
{'loss': 0.0055, 'grad_norm': 0.1476268321275711, 'learning_rate': 8.402222222222222e-06, 'epoch': 33.99}
{'loss': 0.014, 'grad_norm': 0.06489786505699158, 'learning_rate': 8.380000000000001e-06, 'epoch': 34.0}
{'loss': 0.0168, 'grad_norm': 0.026197176426649094, 'learning_rate': 8.357777777777779e-06, 'epoch': 34.02}
{'loss': 0.0153, 'grad_norm': 0.046694498509168625, 'learning_rate': 8.335555555555556e-06, 'epoch': 34.04}
{'loss': 0.0244, 'grad_norm': 0.017588600516319275, 'learning_rate': 8.313333333333334e-06, 'epoch': 34.05}
{'loss': 0.0131, 'grad_norm': 0.037000518292188644, 'learning_rate': 8.291111111111112e-06, 'epoch': 34.07}
{'loss': 0.0176, 'grad_norm': 0.05362522229552269, 'learning_rate': 8.268888888888889e-06, 'epoch': 34.08}
{'loss': 0.0176, 'grad_norm': 0.03257422894239426, 'learning_rate': 8.246666666666667e-06, 'epoch': 34.1}
{'loss': 0.0171, 'grad_norm': 0.16271549463272095, 'learning_rate': 8.224444444444444e-06, 'epoch': 34.12}
{'loss': 0.0124, 'grad_norm': 0.20505774021148682, 'learning_rate': 8.202222222222222e-06, 'epoch': 34.13}
{'loss': 0.0218, 'grad_norm': 0.07074359804391861, 'learning_rate': 8.18e-06, 'epoch': 34.15}
{'loss': 0.0186, 'grad_norm': 0.09550413489341736, 'learning_rate': 8.157777777777779e-06, 'epoch': 34.16}
{'loss': 0.0217, 'grad_norm': 0.015506446361541748, 'learning_rate': 8.135555555555557e-06, 'epoch': 34.18}
{'loss': 0.0151, 'grad_norm': 0.013308811001479626, 'learning_rate': 8.113333333333334e-06, 'epoch': 34.2}
{'loss': 0.021, 'grad_norm': 0.009391012601554394, 'learning_rate': 8.091111111111112e-06, 'epoch': 34.21}
{'loss': 0.0199, 'grad_norm': 0.046069007366895676, 'learning_rate': 8.06888888888889e-06, 'epoch': 34.23}
{'loss': 0.0241, 'grad_norm': 0.003123403759673238, 'learning_rate': 8.046666666666667e-06, 'epoch': 34.24}
{'loss': 0.0157, 'grad_norm': 0.06084572896361351, 'learning_rate': 8.024444444444445e-06, 'epoch': 34.26}
{'loss': 0.0194, 'grad_norm': 0.015516165643930435, 'learning_rate': 8.002222222222222e-06, 'epoch': 34.28}
{'loss': 0.0233, 'grad_norm': 0.060961950570344925, 'learning_rate': 7.98e-06, 'epoch': 34.29}
{'loss': 0.0096, 'grad_norm': 1.0981709957122803, 'learning_rate': 7.957777777777777e-06, 'epoch': 34.31}
{'loss': 0.0147, 'grad_norm': 0.6044085025787354, 'learning_rate': 7.935555555555555e-06, 'epoch': 34.32}
{'loss': 0.0172, 'grad_norm': 0.01331409439444542, 'learning_rate': 7.913333333333334e-06, 'epoch': 34.34}
{'loss': 0.0128, 'grad_norm': 0.07360243052244186, 'learning_rate': 7.891111111111112e-06, 'epoch': 34.36}
{'loss': 0.0102, 'grad_norm': 0.015393939800560474, 'learning_rate': 7.86888888888889e-06, 'epoch': 34.37}
{'loss': 0.0143, 'grad_norm': 0.06912162899971008, 'learning_rate': 7.846666666666667e-06, 'epoch': 34.39}
{'loss': 0.0132, 'grad_norm': 0.04444614052772522, 'learning_rate': 7.824444444444445e-06, 'epoch': 34.4}
{'loss': 0.0113, 'grad_norm': 0.040582410991191864, 'learning_rate': 7.802222222222222e-06, 'epoch': 34.42}
{'loss': 0.0153, 'grad_norm': 0.005651192273944616, 'learning_rate': 7.78e-06, 'epoch': 34.44}
{'loss': 0.0135, 'grad_norm': 0.015060380101203918, 'learning_rate': 7.757777777777778e-06, 'epoch': 34.45}
{'loss': 0.0201, 'grad_norm': 0.40254414081573486, 'learning_rate': 7.735555555555555e-06, 'epoch': 34.47}
{'loss': 0.0134, 'grad_norm': 0.3202861547470093, 'learning_rate': 7.713333333333333e-06, 'epoch': 34.48}
{'loss': 0.01, 'grad_norm': 0.12710177898406982, 'learning_rate': 7.691111111111112e-06, 'epoch': 34.5}
{'loss': 0.0214, 'grad_norm': 0.032249994575977325, 'learning_rate': 7.66888888888889e-06, 'epoch': 34.52}
{'loss': 0.0119, 'grad_norm': 0.04006412997841835, 'learning_rate': 7.646666666666667e-06, 'epoch': 34.53}
{'loss': 0.021, 'grad_norm': 0.12197764962911606, 'learning_rate': 7.624444444444445e-06, 'epoch': 34.55}
{'loss': 0.0145, 'grad_norm': 0.16531504690647125, 'learning_rate': 7.602222222222223e-06, 'epoch': 34.56}
{'loss': 0.0175, 'grad_norm': 0.10813536494970322, 'learning_rate': 7.580000000000001e-06, 'epoch': 34.58}
{'loss': 0.0226, 'grad_norm': 0.009232881478965282, 'learning_rate': 7.557777777777778e-06, 'epoch': 34.6}
{'loss': 0.0108, 'grad_norm': 0.0009426653268747032, 'learning_rate': 7.5355555555555555e-06, 'epoch': 34.61}
{'loss': 0.0098, 'grad_norm': 0.03196635842323303, 'learning_rate': 7.513333333333333e-06, 'epoch': 34.63}
{'loss': 0.0131, 'grad_norm': 0.0018886822508648038, 'learning_rate': 7.4911111111111116e-06, 'epoch': 34.64}
{'loss': 0.0154, 'grad_norm': 0.0014617041451856494, 'learning_rate': 7.468888888888889e-06, 'epoch': 34.66}
{'loss': 0.0168, 'grad_norm': 0.02333850786089897, 'learning_rate': 7.446666666666667e-06, 'epoch': 34.68}
{'loss': 0.0065, 'grad_norm': 0.0017490781610831618, 'learning_rate': 7.424444444444445e-06, 'epoch': 34.69}
{'loss': 0.0206, 'grad_norm': 0.0014929332537576556, 'learning_rate': 7.402222222222223e-06, 'epoch': 34.71}
{'loss': 0.0161, 'grad_norm': 0.037104226648807526, 'learning_rate': 7.3800000000000005e-06, 'epoch': 34.72}
{'loss': 0.0149, 'grad_norm': 0.0040045552887022495, 'learning_rate': 7.357777777777779e-06, 'epoch': 34.74}
{'loss': 0.012, 'grad_norm': 0.0012685467954725027, 'learning_rate': 7.335555555555555e-06, 'epoch': 34.76}
{'loss': 0.0131, 'grad_norm': 0.19541524350643158, 'learning_rate': 7.313333333333333e-06, 'epoch': 34.77}
{'loss': 0.0148, 'grad_norm': 0.053554780781269073, 'learning_rate': 7.291111111111111e-06, 'epoch': 34.79}
{'loss': 0.012, 'grad_norm': 0.051796749234199524, 'learning_rate': 7.2688888888888886e-06, 'epoch': 34.8}
{'loss': 0.0147, 'grad_norm': 0.21118104457855225, 'learning_rate': 7.246666666666667e-06, 'epoch': 34.82}
{'loss': 0.0155, 'grad_norm': 0.009041699580848217, 'learning_rate': 7.224444444444445e-06, 'epoch': 34.84}
{'loss': 0.0087, 'grad_norm': 0.0009795580990612507, 'learning_rate': 7.202222222222223e-06, 'epoch': 34.85}
{'loss': 0.0252, 'grad_norm': 0.1194329634308815, 'learning_rate': 7.180000000000001e-06, 'epoch': 34.87}
{'loss': 0.0151, 'grad_norm': 0.059161581099033356, 'learning_rate': 7.157777777777778e-06, 'epoch': 34.88}
{'loss': 0.0179, 'grad_norm': 0.0009011295042000711, 'learning_rate': 7.135555555555557e-06, 'epoch': 34.9}
{'loss': 0.0115, 'grad_norm': 0.040014881640672684, 'learning_rate': 7.113333333333334e-06, 'epoch': 34.92}
{'loss': 0.0168, 'grad_norm': 0.06448543071746826, 'learning_rate': 7.091111111111111e-06, 'epoch': 34.93}
{'loss': 0.0189, 'grad_norm': 0.0007230737246572971, 'learning_rate': 7.068888888888889e-06, 'epoch': 34.95}
{'loss': 0.0148, 'grad_norm': 0.16582541167736053, 'learning_rate': 7.046666666666666e-06, 'epoch': 34.96}
{'loss': 0.0154, 'grad_norm': 0.0010010184487327933, 'learning_rate': 7.024444444444445e-06, 'epoch': 34.98}
{'loss': 0.0147, 'grad_norm': 0.15300966799259186, 'learning_rate': 7.0022222222222225e-06, 'epoch': 35.0}
{'loss': 0.0214, 'grad_norm': 0.09903857111930847, 'learning_rate': 6.98e-06, 'epoch': 35.01}
{'loss': 0.0168, 'grad_norm': 0.013802618719637394, 'learning_rate': 6.9577777777777785e-06, 'epoch': 35.03}
{'loss': 0.0167, 'grad_norm': 0.0827740728855133, 'learning_rate': 6.935555555555556e-06, 'epoch': 35.04}
{'loss': 0.0163, 'grad_norm': 0.22305667400360107, 'learning_rate': 6.913333333333334e-06, 'epoch': 35.06}
{'loss': 0.0134, 'grad_norm': 0.007300968281924725, 'learning_rate': 6.891111111111112e-06, 'epoch': 35.08}
{'loss': 0.0176, 'grad_norm': 0.13753746449947357, 'learning_rate': 6.868888888888889e-06, 'epoch': 35.09}
{'loss': 0.0114, 'grad_norm': 0.0659279152750969, 'learning_rate': 6.846666666666667e-06, 'epoch': 35.11}
{'loss': 0.0162, 'grad_norm': 0.012855312786996365, 'learning_rate': 6.824444444444444e-06, 'epoch': 35.12}
{'loss': 0.0272, 'grad_norm': 0.04723893478512764, 'learning_rate': 6.802222222222223e-06, 'epoch': 35.14}
{'loss': 0.0185, 'grad_norm': 0.008081280626356602, 'learning_rate': 6.78e-06, 'epoch': 35.16}
{'loss': 0.0132, 'grad_norm': 0.030092861503362656, 'learning_rate': 6.757777777777778e-06, 'epoch': 35.17}
{'loss': 0.0142, 'grad_norm': 0.1558568924665451, 'learning_rate': 6.735555555555556e-06, 'epoch': 35.19}
{'loss': 0.016, 'grad_norm': 0.17242029309272766, 'learning_rate': 6.713333333333334e-06, 'epoch': 35.2}
{'loss': 0.0185, 'grad_norm': 0.20491507649421692, 'learning_rate': 6.691111111111112e-06, 'epoch': 35.22}
{'loss': 0.0188, 'grad_norm': 0.19877788424491882, 'learning_rate': 6.66888888888889e-06, 'epoch': 35.24}
{'loss': 0.0108, 'grad_norm': 0.48155006766319275, 'learning_rate': 6.646666666666666e-06, 'epoch': 35.25}
{'loss': 0.014, 'grad_norm': 0.003070909297093749, 'learning_rate': 6.6244444444444445e-06, 'epoch': 35.27}
{'loss': 0.0134, 'grad_norm': 0.0013853339478373528, 'learning_rate': 6.602222222222222e-06, 'epoch': 35.28}
{'loss': 0.0208, 'grad_norm': 0.12847039103507996, 'learning_rate': 6.58e-06, 'epoch': 35.3}
{'loss': 0.0157, 'grad_norm': 0.04958172142505646, 'learning_rate': 6.557777777777778e-06, 'epoch': 35.32}
